                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.81309,                0.64126,                0.80737,                0.76862,                0.69062,                0.76228,                 0.5764,                0.76776,                0.64705,                0.80303,               0.004951,               0.004951,               0.004951
                    156,                0.80351,                0.62093,                0.80651,                0.76657,                0.69107,                0.76187,                0.57654,                0.76762,                0.64679,                0.80301,               0.004918,               0.004918,               0.004918
                    157,                0.80892,                0.62473,                0.81052,                0.76891,                0.68995,                0.76232,                0.57626,                0.76779,                0.64714,                0.80302,               0.004885,               0.004885,               0.004885
                    158,                0.82341,                0.63731,                0.80924,                0.76651,                0.69138,                0.76254,                0.57661,                 0.7676,                0.64684,                0.80303,               0.004852,               0.004852,               0.004852
                    159,                0.79827,                0.61754,                0.80537,                0.76824,                0.68858,                0.76286,                0.57693,                0.76766,                0.64625,                  0.803,               0.004819,               0.004819,               0.004819
                    160,                0.80062,                0.61437,                0.80822,                0.76923,                0.68883,                 0.7633,                0.57716,                0.76801,                0.64642,                0.80307,               0.004786,               0.004786,               0.004786
                    161,                0.80368,                0.61394,                0.80673,                0.77232,                 0.6853,                0.76356,                0.57701,                0.76826,                0.64674,                0.80303,               0.004753,               0.004753,               0.004753
                    162,                0.80277,                0.62028,                0.80961,                0.75942,                0.69963,                0.76376,                0.57685,                0.76846,                0.64711,                0.80298,                0.00472,                0.00472,                0.00472
                    163,                 0.8055,                0.61749,                0.80534,                0.76088,                0.69916,                0.76415,                0.57783,                0.76883,                0.64752,                0.80303,               0.004687,               0.004687,               0.004687
                    164,                0.79905,                0.61669,                0.80729,                0.76496,                0.69527,                0.76452,                 0.5777,                0.76898,                 0.6469,                0.80306,               0.004654,               0.004654,               0.004654
                    165,                 0.7989,                0.60707,                0.80723,                0.77948,                0.68655,                0.76457,                0.57735,                0.76927,                0.64701,                0.80305,               0.004621,               0.004621,               0.004621
                    166,                0.79569,                0.60549,                0.80642,                0.76179,                0.69941,                0.76505,                0.57853,                0.76817,                0.64659,                0.80301,               0.004588,               0.004588,               0.004588
                    167,                0.78872,                0.60563,                0.80603,                0.76201,                0.69921,                0.76526,                0.57817,                0.76883,                0.64707,                0.80288,               0.004555,               0.004555,               0.004555
                    168,                  0.802,                0.60907,                0.80687,                0.76271,                0.70048,                0.76543,                0.57876,                0.76867,                0.64677,                0.80287,               0.004522,               0.004522,               0.004522
                    169,                0.79499,                0.60509,                0.80704,                0.76136,                0.69935,                0.76568,                0.57872,                0.76897,                0.64698,                0.80285,               0.004489,               0.004489,               0.004489
                    170,                0.78681,                0.59899,                0.80608,                 0.7622,                0.70095,                0.76587,                0.57886,                0.76952,                0.64724,                0.80284,               0.004456,               0.004456,               0.004456
                    171,                0.79432,                 0.5946,                0.80698,                0.76419,                0.69976,                 0.7658,                0.57906,                0.76923,                0.64682,                0.80276,               0.004423,               0.004423,               0.004423
                    172,                 0.7904,                0.59639,                0.80614,                0.76581,                0.70077,                0.76614,                0.57885,                0.76957,                0.64719,                0.80278,                0.00439,                0.00439,                0.00439
                    173,                0.80248,                0.60477,                0.80753,                0.76594,                0.70144,                 0.7665,                0.57893,                 0.7696,                0.64705,                 0.8028,               0.004357,               0.004357,               0.004357
                    174,                0.79012,                0.59391,                0.80469,                0.76464,                0.70244,                0.76683,                0.57911,                0.76984,                0.64705,                0.80277,               0.004324,               0.004324,               0.004324
                    175,                0.80121,                0.60329,                0.80831,                0.76678,                0.70168,                0.76688,                0.57941,                0.76973,                0.64694,                0.80275,               0.004291,               0.004291,               0.004291
                    176,                0.78706,                 0.5861,                0.80672,                 0.7648,                0.70172,                0.76725,                0.57887,                0.76982,                0.64686,                0.80277,               0.004258,               0.004258,               0.004258
                    177,                0.78498,                0.59263,                0.80898,                0.76728,                0.70061,                 0.7677,                0.57951,                0.76973,                0.64639,                0.80268,               0.004225,               0.004225,               0.004225
                    178,                0.77899,                0.58273,                0.80617,                0.76944,                0.70029,                 0.7676,                0.57853,                 0.7705,                0.64735,                0.80266,               0.004192,               0.004192,               0.004192
                    179,                0.77863,                0.58802,                0.80459,                0.77102,                0.70099,                 0.7677,                0.57859,                0.77082,                0.64778,                0.80265,               0.004159,               0.004159,               0.004159
                    180,                0.78114,                0.57735,                0.80818,                0.76922,                0.70176,                 0.7677,                0.57852,                0.77045,                0.64718,                0.80258,               0.004126,               0.004126,               0.004126
                    181,                0.78617,                0.58705,                0.80533,                 0.7657,                0.70472,                0.76867,                0.57904,                0.77048,                0.64801,                0.80255,               0.004093,               0.004093,               0.004093
                    182,                0.78077,                 0.5819,                0.80548,                0.76792,                0.70469,                0.76918,                0.58011,                0.77035,                0.64745,                0.80252,                0.00406,                0.00406,                0.00406
                    183,                0.78457,                0.58107,                0.80598,                0.77071,                 0.7046,                0.76952,                0.57937,                0.77042,                0.64811,                0.80246,               0.004027,               0.004027,               0.004027
                    184,                0.79247,                 0.5741,                0.80667,                0.77095,                0.70538,                0.76962,                0.58024,                0.77096,                0.64797,                0.80247,               0.003994,               0.003994,               0.003994
                    185,                0.77666,                0.57208,                0.80556,                0.77422,                0.70329,                0.76934,                0.57955,                0.77082,                 0.6484,                0.80244,               0.003961,               0.003961,               0.003961
                    186,                0.78168,                 0.5705,                0.80636,                0.77593,                0.70318,                0.76967,                0.57986,                0.77096,                0.64833,                0.80236,               0.003928,               0.003928,               0.003928
                    187,                0.78554,                0.57888,                 0.8048,                 0.7768,                0.70397,                0.76974,                0.57994,                0.77087,                0.64816,                0.80235,               0.003895,               0.003895,               0.003895
                    188,                0.77565,                0.56719,                0.80479,                0.77841,                0.70438,                0.76995,                0.58015,                 0.7708,                0.64819,                0.80238,               0.003862,               0.003862,               0.003862
                    189,                0.78116,                0.57286,                0.80301,                0.77634,                0.70493,                0.76997,                0.58038,                0.77084,                0.64811,                0.80234,               0.003829,               0.003829,               0.003829
                    190,                0.78043,                0.56679,                0.80437,                0.77679,                0.70474,                0.77008,                0.57988,                0.77125,                0.64851,                0.80235,               0.003796,               0.003796,               0.003796
                    191,                0.77663,                0.56743,                0.80648,                0.77921,                0.70345,                0.77076,                 0.5804,                0.77096,                0.64899,                0.80233,               0.003763,               0.003763,               0.003763
                    192,                0.76845,                0.55713,                0.80418,                0.78065,                0.70313,                0.77113,                0.58068,                0.77149,                0.64906,                0.80228,                0.00373,                0.00373,                0.00373
                    193,                0.77262,                0.56328,                0.80401,                0.77896,                0.70354,                0.77118,                0.58102,                0.77197,                0.64947,                0.80228,               0.003697,               0.003697,               0.003697
                    194,                  0.773,                0.56301,                0.80338,                0.78158,                0.70444,                0.77206,                0.58128,                 0.7721,                0.64966,                0.80225,               0.003664,               0.003664,               0.003664
                    195,                0.76902,                0.55806,                0.80215,                0.78337,                0.70467,                0.77234,                 0.5817,                0.77223,                0.65006,                0.80223,               0.003631,               0.003631,               0.003631
                    196,                0.77105,                0.55793,                0.80352,                0.78461,                0.70511,                0.77235,                0.58101,                0.77278,                0.65088,                0.80224,               0.003598,               0.003598,               0.003598
                    197,                0.77062,                0.55683,                0.80455,                0.78505,                0.70301,                 0.7725,                0.58087,                0.77297,                0.65144,                0.80224,               0.003565,               0.003565,               0.003565
                    198,                0.77196,                0.55924,                0.80446,                0.78764,                 0.7025,                0.77288,                0.58129,                0.77311,                0.65135,                0.80213,               0.003532,               0.003532,               0.003532
                    199,                0.76722,                 0.5527,                0.80388,                0.78813,                0.70223,                0.77279,                0.58175,                0.77328,                0.65176,                0.80213,               0.003499,               0.003499,               0.003499
                    200,                0.76889,                0.55661,                0.80404,                0.79082,                0.70038,                0.77326,                0.58201,                 0.7733,                0.65191,                0.80214,               0.003466,               0.003466,               0.003466
                    201,                0.75567,                0.55916,                0.80326,                0.79295,                0.69838,                0.77364,                0.58178,                0.77391,                0.65172,                0.80221,               0.003433,               0.003433,               0.003433
                    202,                0.77034,                0.55249,                0.80313,                0.79364,                0.69774,                0.77391,                0.58188,                0.77423,                0.65217,                0.80218,                 0.0034,                 0.0034,                 0.0034
                    203,                0.76793,                0.54722,                  0.802,                0.79479,                 0.6975,                0.77408,                 0.5816,                0.77419,                0.65211,                 0.8022,               0.003367,               0.003367,               0.003367
                    204,                0.76509,                0.54857,                0.80279,                0.79623,                0.69724,                0.77411,                0.58167,                0.77408,                0.65277,                0.80219,               0.003334,               0.003334,               0.003334
                    205,                0.76924,                0.54254,                  0.802,                0.79694,                 0.6972,                0.77438,                0.58147,                 0.7743,                0.65298,                 0.8022,               0.003301,               0.003301,               0.003301
                    206,                0.75503,                0.53753,                0.80148,                0.79691,                0.69621,                0.77437,                0.58148,                0.77462,                 0.6532,                0.80218,               0.003268,               0.003268,               0.003268
                    207,                0.76475,                0.54284,                 0.8029,                0.79692,                0.69806,                0.77468,                0.58162,                0.77439,                0.65287,                 0.8022,               0.003235,               0.003235,               0.003235
                    208,                0.75576,                0.53543,                0.80118,                0.79537,                0.69741,                0.77492,                0.58132,                 0.7748,                0.65276,                0.80219,               0.003202,               0.003202,               0.003202
                    209,                0.75244,                0.53923,                0.80188,                 0.7951,                0.69731,                0.77511,                 0.5817,                0.77572,                0.65371,                0.80217,               0.003169,               0.003169,               0.003169
                    210,                0.76571,                0.55143,                0.79965,                0.79865,                0.69619,                0.77523,                0.58133,                0.77566,                0.65371,                0.80222,               0.003136,               0.003136,               0.003136
                    211,                0.76174,                0.53553,                0.80342,                0.79914,                0.69582,                0.77559,                0.58182,                0.77572,                0.65375,                0.80222,               0.003103,               0.003103,               0.003103
                    212,                0.75771,                0.53781,                0.80225,                0.80089,                0.69536,                0.77577,                0.58189,                0.77574,                0.65359,                0.80223,                0.00307,                0.00307,                0.00307
                    213,                0.75576,                0.53173,                0.80113,                0.79995,                0.69549,                0.77577,                 0.5822,                0.77586,                0.65361,                0.80226,               0.003037,               0.003037,               0.003037
                    214,                0.74842,                0.52812,                 0.8005,                0.79991,                0.69581,                0.77596,                0.58254,                0.77551,                0.65388,                0.80219,               0.003004,               0.003004,               0.003004
                    215,                0.75291,                0.52974,                0.80297,                0.79918,                0.69693,                0.77649,                0.58284,                0.77586,                0.65389,                0.80214,               0.002971,               0.002971,               0.002971
                    216,                0.74326,                0.51912,                0.79889,                  0.799,                 0.6979,                0.77672,                0.58298,                0.77555,                0.65402,                0.80211,               0.002938,               0.002938,               0.002938
                    217,                 0.7499,                0.52271,                0.79945,                0.79826,                0.69845,                0.77697,                0.58341,                0.77533,                0.65437,                0.80214,               0.002905,               0.002905,               0.002905
                    218,                0.74676,                0.52047,                0.79706,                0.79865,                0.69844,                0.77739,                0.58366,                0.77568,                0.65436,                0.80216,               0.002872,               0.002872,               0.002872
                    219,                0.74667,                0.52538,                 0.8025,                0.79767,                0.69977,                0.77767,                 0.5839,                 0.7751,                0.65388,                 0.8021,               0.002839,               0.002839,               0.002839
                    220,                0.75444,                0.52625,                0.80327,                0.79803,                0.69974,                0.77783,                0.58394,                0.77574,                0.65482,                0.80214,               0.002806,               0.002806,               0.002806
                    221,                0.74823,                0.52841,                0.79858,                0.79908,                0.69995,                 0.7782,                0.58375,                0.77543,                 0.6546,                 0.8021,               0.002773,               0.002773,               0.002773
                    222,                0.73934,                0.51908,                0.80184,                0.79986,                0.69891,                0.77839,                0.58348,                0.77559,                0.65475,                0.80201,                0.00274,                0.00274,                0.00274
                    223,                0.74011,                0.51614,                0.80204,                0.79971,                0.69863,                0.77854,                0.58375,                0.77513,                0.65496,                0.80203,               0.002707,               0.002707,               0.002707
                    224,                0.74178,                0.51322,                 0.7999,                 0.7999,                 0.6988,                 0.7785,                0.58407,                0.77505,                0.65504,                0.80204,               0.002674,               0.002674,               0.002674
                    225,                0.73017,                 0.5077,                0.80008,                0.79978,                0.69867,                0.77863,                0.58396,                0.77557,                0.65574,                0.80201,               0.002641,               0.002641,               0.002641
                    226,                0.73613,                0.50974,                0.80067,                0.79947,                0.69912,                0.77879,                0.58361,                0.77587,                0.65568,                0.80198,               0.002608,               0.002608,               0.002608
                    227,                0.74842,                0.51752,                0.79979,                0.79803,                0.69955,                0.77902,                0.58438,                0.77585,                0.65551,                0.80199,               0.002575,               0.002575,               0.002575
                    228,                0.73855,                0.51637,                0.80051,                0.79798,                0.69995,                0.77924,                0.58476,                0.77601,                0.65535,                0.80203,               0.002542,               0.002542,               0.002542
                    229,                0.72804,                0.50903,                0.80137,                0.79795,                 0.6999,                0.77927,                0.58466,                0.77559,                0.65484,                0.80203,               0.002509,               0.002509,               0.002509
                    230,                0.72719,                0.50907,                0.80183,                0.79667,                0.69896,                0.77946,                0.58497,                0.77547,                0.65538,                0.80201,               0.002476,               0.002476,               0.002476
                    231,                0.74192,                0.51042,                0.79773,                0.79602,                0.70009,                0.77988,                0.58505,                0.77561,                 0.6547,                0.80202,               0.002443,               0.002443,               0.002443
                    232,                 0.7315,                0.50268,                0.79849,                0.79757,                0.70133,                 0.7801,                0.58447,                0.77567,                0.65484,                0.80201,                0.00241,                0.00241,                0.00241
                    233,                0.73012,                0.49704,                0.80073,                0.79802,                0.70066,                0.78022,                0.58487,                0.77591,                0.65501,                  0.802,               0.002377,               0.002377,               0.002377
                    234,                0.73707,                0.50303,                0.79843,                0.79639,                0.70018,                0.78065,                  0.585,                0.77568,                0.65539,                  0.802,               0.002344,               0.002344,               0.002344
                    235,                0.72841,                0.50015,                0.80011,                0.79706,                0.70097,                0.78096,                  0.585,                0.77623,                0.65566,                0.80202,               0.002311,               0.002311,               0.002311
                    236,                0.72948,                0.49554,                0.79973,                0.79702,                 0.7011,                 0.7811,                0.58524,                0.77599,                0.65537,                0.80204,               0.002278,               0.002278,               0.002278
                    237,                0.72899,                0.50218,                0.80021,                0.79763,                 0.7008,                0.78134,                0.58577,                0.77615,                0.65504,                  0.802,               0.002245,               0.002245,               0.002245
                    238,                0.72317,                 0.4937,                0.79895,                0.79825,                0.70097,                 0.7816,                0.58626,                0.77553,                0.65469,                0.80201,               0.002212,               0.002212,               0.002212
                    239,                0.71716,                0.48114,                0.79691,                0.79871,                0.70165,                0.78163,                0.58612,                0.77504,                0.65423,                0.80202,               0.002179,               0.002179,               0.002179
                    240,                0.72056,                0.48812,                0.79842,                0.79979,                0.70153,                0.78152,                0.58658,                0.77502,                0.65426,                0.80195,               0.002146,               0.002146,               0.002146
                    241,                0.72877,                0.48794,                0.79771,                0.79945,                0.70155,                0.78171,                0.58673,                0.77458,                0.65345,                0.80192,               0.002113,               0.002113,               0.002113
                    242,                0.72217,                0.48345,                0.79981,                0.80097,                0.69914,                0.78183,                0.58686,                0.77464,                0.65331,                0.80192,                0.00208,                0.00208,                0.00208
                    243,                0.72714,                0.49016,                0.79673,                0.80073,                0.69963,                 0.7817,                0.58717,                0.77377,                0.65227,                 0.8019,               0.002047,               0.002047,               0.002047
                    244,                0.71717,                0.48334,                0.79651,                 0.7965,                 0.7017,                0.78167,                0.58758,                0.77405,                0.65308,                0.80184,               0.002014,               0.002014,               0.002014
                    245,                 0.7199,                0.48338,                0.79827,                0.80012,                0.69847,                0.78175,                0.58711,                0.77406,                0.65356,                0.80171,               0.001981,               0.001981,               0.001981
                    246,                  0.723,                0.48029,                0.79486,                0.79551,                0.70238,                 0.7819,                0.58723,                0.77392,                0.65276,                0.80179,               0.001948,               0.001948,               0.001948
                    247,                0.72059,                0.48035,                 0.7961,                0.79542,                0.70255,                0.78204,                0.58761,                 0.7738,                0.65318,                0.80178,               0.001915,               0.001915,               0.001915
                    248,                0.72609,                0.48485,                0.79884,                0.79294,                0.70376,                0.78204,                 0.5872,                0.77394,                0.65295,                 0.8018,               0.001882,               0.001882,               0.001882
                    249,                0.72335,                0.47585,                0.80025,                0.79168,                0.70417,                0.78224,                0.58737,                 0.7744,                0.65236,                0.80178,               0.001849,               0.001849,               0.001849
                    250,                0.71386,                0.47624,                0.79604,                0.79344,                0.70287,                 0.7824,                0.58772,                0.77389,                0.65271,                0.80179,               0.001816,               0.001816,               0.001816
                    251,                0.71203,                0.47692,                0.79708,                0.79819,                0.69858,                 0.7825,                0.58789,                0.77393,                0.65205,                0.80177,               0.001783,               0.001783,               0.001783
                    252,                0.71209,                0.47279,                0.79958,                0.78838,                0.70731,                0.78257,                0.58781,                0.77409,                0.65241,                0.80178,                0.00175,                0.00175,                0.00175
                    253,                0.70496,                 0.4766,                0.79578,                0.78739,                0.70839,                0.78266,                0.58752,                0.77398,                0.65218,                 0.8018,               0.001717,               0.001717,               0.001717
                    254,                0.70412,                0.46533,                0.79812,                0.78556,                0.70925,                0.78299,                0.58846,                0.77367,                0.65202,                0.80181,               0.001684,               0.001684,               0.001684
                    255,                0.71185,                0.46999,                0.79607,                0.78385,                0.71097,                0.78309,                0.58847,                0.77378,                0.65176,                 0.8018,               0.001651,               0.001651,               0.001651
                    256,                0.69588,                0.45932,                0.79579,                0.78413,                0.71083,                0.78335,                0.58862,                0.77399,                0.65109,                0.80179,               0.001618,               0.001618,               0.001618
                    257,                0.70756,                0.47005,                0.79408,                0.78608,                0.70935,                0.78336,                0.58848,                0.77381,                0.65048,                0.80179,               0.001585,               0.001585,               0.001585
                    258,                0.69672,                0.46335,                0.79715,                0.78605,                 0.7091,                0.78356,                0.58913,                0.77337,                0.65045,                0.80178,               0.001552,               0.001552,               0.001552
                    259,                0.69686,                0.46237,                0.79552,                0.79436,                0.70263,                0.78371,                0.58921,                0.77325,                0.64978,                0.80182,               0.001519,               0.001519,               0.001519
                    260,                 0.6982,                0.45622,                0.79711,                0.79498,                0.70138,                  0.784,                0.58957,                0.77359,                 0.6501,                 0.8018,               0.001486,               0.001486,               0.001486
                    261,                0.70076,                0.46231,                0.79442,                0.79564,                0.70082,                0.78419,                0.58944,                0.77392,                0.65044,                0.80171,               0.001453,               0.001453,               0.001453
                    262,                0.69055,                0.45199,                0.79527,                 0.7965,                0.70067,                0.78418,                0.59018,                0.77319,                0.65002,                0.80175,                0.00142,                0.00142,                0.00142
                    263,                0.70339,                0.45562,                0.79623,                 0.7955,                0.70127,                0.78419,                0.58917,                0.77334,                0.65008,                0.80174,               0.001387,               0.001387,               0.001387
                    264,                0.70386,                0.45895,                0.79458,                0.77464,                 0.7161,                0.78453,                0.58939,                0.77332,                0.64958,                0.80164,               0.001354,               0.001354,               0.001354
                    265,                0.69535,                0.45771,                0.79554,                0.77492,                0.71608,                0.78456,                0.58985,                0.77285,                0.64889,                 0.8016,               0.001321,               0.001321,               0.001321
                    266,                0.69502,                0.45557,                0.79619,                0.77445,                0.71611,                  0.785,                0.59069,                0.77268,                0.64871,                0.80157,               0.001288,               0.001288,               0.001288
                    267,                0.69031,                0.45579,                0.79558,                0.77509,                 0.7162,                0.78484,                0.59059,                0.77281,                0.64841,                0.80164,               0.001255,               0.001255,               0.001255
                    268,                0.69628,                0.45729,                0.79503,                0.77737,                0.71548,                0.78522,                0.59042,                0.77307,                0.64865,                0.80162,               0.001222,               0.001222,               0.001222
                    269,                0.69407,                0.44522,                0.79615,                0.77434,                0.71725,                0.78558,                0.59114,                 0.7729,                0.64838,                0.80163,               0.001189,               0.001189,               0.001189
                    270,                0.68386,                0.44052,                0.79467,                0.77465,                0.71633,                 0.7857,                 0.5911,                0.77296,                0.64845,                0.80162,               0.001156,               0.001156,               0.001156
                    271,                0.68101,                0.44886,                0.79337,                0.77607,                 0.7166,                0.78591,                0.59201,                0.77264,                0.64851,                0.80162,               0.001123,               0.001123,               0.001123
                    272,                0.68335,                0.44915,                0.79322,                0.78049,                0.71559,                0.78596,                0.59129,                0.77261,                0.64821,                0.80159,                0.00109,                0.00109,                0.00109
                    273,                0.68277,                0.44492,                0.79281,                0.77932,                0.71631,                  0.786,                 0.5916,                0.77291,                0.64817,                 0.8016,               0.001057,               0.001057,               0.001057
                    274,                0.68935,                0.44815,                0.79476,                0.78113,                0.71482,                0.78627,                 0.5923,                0.77321,                0.64847,                0.80163,               0.001024,               0.001024,               0.001024
                    275,                0.68013,                0.44266,                0.79401,                0.78147,                0.71514,                0.78659,                0.59268,                0.77351,                0.64856,                0.80163,               0.000991,               0.000991,               0.000991
                    276,                0.68258,                0.44388,                0.79273,                0.78173,                0.71388,                0.78683,                0.59215,                0.77346,                0.64916,                0.80157,               0.000958,               0.000958,               0.000958
                    277,                0.67761,                0.43913,                0.79454,                0.78305,                0.71484,                0.78706,                 0.5924,                0.77329,                0.64828,                0.80163,               0.000925,               0.000925,               0.000925
                    278,                0.68845,                0.43975,                0.79172,                0.78373,                0.71218,                0.78712,                0.59276,                0.77342,                0.64918,                0.80162,               0.000892,               0.000892,               0.000892
                    279,                0.68483,                0.43816,                0.79385,                0.78618,                0.70981,                0.78723,                0.59268,                0.77373,                0.64876,                0.80162,               0.000859,               0.000859,               0.000859
                    280,                0.68267,                0.43771,                0.79555,                0.78709,                0.70971,                0.78725,                0.59217,                0.77369,                0.64859,                0.80161,               0.000826,               0.000826,               0.000826
                    281,                0.66868,                0.42751,                0.79456,                0.78708,                0.70991,                0.78728,                 0.5923,                0.77299,                0.64889,                0.80163,               0.000793,               0.000793,               0.000793
                    282,                 0.6759,                0.43234,                0.79251,                0.78777,                0.70963,                0.78744,                0.59267,                0.77381,                0.64896,                0.80162,                0.00076,                0.00076,                0.00076
                    283,                0.66711,                0.43389,                 0.7926,                0.78801,                0.70905,                0.78687,                0.59267,                 0.7734,                0.64793,                0.80164,               0.000727,               0.000727,               0.000727
                    284,                0.67507,                0.42776,                  0.792,                0.78903,                0.70958,                0.78706,                0.59301,                0.77319,                0.64847,                0.80165,               0.000694,               0.000694,               0.000694
                    285,                0.66529,                0.42547,                0.79013,                0.78899,                0.70913,                0.78736,                0.59269,                0.77317,                0.64811,                 0.8016,               0.000661,               0.000661,               0.000661
                    286,                 0.6733,                0.43056,                0.79452,                0.78945,                0.70942,                0.78744,                 0.5927,                0.77326,                0.64778,                0.80162,               0.000628,               0.000628,               0.000628
                    287,                0.66727,                0.42633,                0.79291,                0.78852,                0.70847,                0.78741,                0.59297,                0.77261,                0.64748,                0.80157,               0.000595,               0.000595,               0.000595
                    288,                0.66551,                0.42524,                0.79274,                0.78973,                0.70882,                0.78755,                0.59294,                0.77319,                0.64722,                0.80161,               0.000562,               0.000562,               0.000562
                    289,                0.66979,                0.42269,                0.79343,                0.79097,                0.70864,                0.78789,                0.59289,                0.77284,                 0.6474,                0.80156,               0.000529,               0.000529,               0.000529
                    290,                0.65817,                0.41787,                0.78984,                0.79094,                0.70942,                0.78795,                0.59277,                0.77312,                0.64715,                0.80154,               0.000496,               0.000496,               0.000496
                    291,                0.63354,                0.37203,                 0.7915,                0.79069,                0.71091,                0.78831,                0.59321,                0.77334,                 0.6472,                0.80148,               0.000463,               0.000463,               0.000463
                    292,                0.63184,                0.36616,                0.78902,                0.79085,                0.71196,                0.78822,                0.59366,                0.77314,                0.64656,                0.80155,                0.00043,                0.00043,                0.00043
                    293,                0.62626,                0.36572,                0.79074,                0.79014,                 0.7134,                0.78811,                0.59385,                0.77282,                0.64762,                 0.8015,               0.000397,               0.000397,               0.000397
                    294,                0.62725,                0.36256,                 0.7928,                0.78671,                0.71732,                0.78806,                0.59377,                0.77338,                0.64728,                0.80145,               0.000364,               0.000364,               0.000364
                    295,                0.62049,                0.36068,                0.78795,                0.78794,                0.71658,                0.78802,                0.59339,                0.77331,                0.64722,                0.80151,               0.000331,               0.000331,               0.000331
                    296,                0.62737,                0.36002,                0.79057,                0.78742,                0.71742,                0.78819,                0.59316,                0.77376,                0.64778,                 0.8014,               0.000298,               0.000298,               0.000298
                    297,                0.62164,                0.35842,                0.78661,                0.78481,                0.71731,                0.78835,                0.59349,                0.77365,                0.64785,                0.80136,               0.000265,               0.000265,               0.000265
                    298,                0.62644,                0.36081,                0.78754,                0.78144,                0.72103,                0.78857,                0.59366,                0.77371,                0.64795,                0.80136,               0.000232,               0.000232,               0.000232
                    299,                0.61602,                 0.3559,                0.78784,                0.77996,                0.72339,                0.78876,                0.59361,                0.77376,                0.64774,                0.80129,               0.000199,               0.000199,               0.000199
                    300,                0.61707,                0.35487,                0.78861,                0.78045,                0.72295,                0.78871,                0.59402,                0.77404,                0.64891,                0.80129,               0.000166,               0.000166,               0.000166
